"Título de trazado: test_lab"
"N.º","Fecha Tiempo, GMT+02:00","Pres abs, kPa (LGR S/N: 20370562, SEN S/N: 20370562, LBL: PRES)","Temp, °C (LGR S/N: 20370562, SEN S/N: 20370562, LBL: TEMP)"
2191,08/21/18 11:39:54 AM,101.266,20.519
2192,08/21/18 11:39:55 AM,101.266,20.519
2193,08/21/18 11:39:56 AM,101.266,20.519
2194,08/21/18 11:39:57 AM,101.266,20.519
2195,08/21/18 11:39:58 AM,101.266,20.519
2196,08/21/18 11:39:59 AM,101.266,20.519
2197,08/21/18 11:40:00 AM,101.266,20.519
2198,08/21/18 11:40:01 AM,101.266,20.519
2199,08/21/18 11:40:02 AM,101.266,20.519
2200,08/21/18 11:40:03 AM,101.266,20.519
2201,08/21/18 11:40:04 AM,101.266,20.519
2202,08/21/18 11:40:05 AM,101.266,20.519
2203,08/21/18 11:40:06 AM,101.266,20.519
2204,08/21/18 11:40:07 AM,101.266,20.519
2205,08/21/18 11:40:08 AM,101.266,20.519
2206,08/21/18 11:40:09 AM,101.266,20.519
2207,08/21/18 11:40:10 AM,101.266,20.519
2208,08/21/18 11:40:11 AM,101.266,20.519
2209,08/21/18 11:40:12 AM,101.266,20.519
2210,08/21/18 11:40:13 AM,101.266,20.519
2211,08/21/18 11:40:14 AM,101.266,20.519
2212,08/21/18 11:40:15 AM,101.266,20.519
2213,08/21/18 11:40:16 AM,101.266,20.519
2214,08/21/18 11:40:17 AM,101.266,20.519
2215,08/21/18 11:40:18 AM,101.270,20.615
2216,08/21/18 11:40:19 AM,101.266,20.519
2217,08/21/18 11:40:20 AM,101.266,20.519
2218,08/21/18 11:40:21 AM,101.266,20.519
2219,08/21/18 11:40:22 AM,101.266,20.519
2220,08/21/18 11:40:23 AM,101.266,20.519
2221,08/21/18 11:40:24 AM,101.270,20.615
2222,08/21/18 11:40:25 AM,101.266,20.519
2223,08/21/18 11:40:26 AM,101.251,20.519
2224,08/21/18 11:40:27 AM,101.266,20.519
2225,08/21/18 11:40:28 AM,101.251,20.519
2226,08/21/18 11:40:29 AM,101.266,20.519
2227,08/21/18 11:40:30 AM,101.266,20.519
2228,08/21/18 11:40:31 AM,101.270,20.615
2229,08/21/18 11:40:32 AM,101.266,20.519
2230,08/21/18 11:40:33 AM,101.266,20.519
2231,08/21/18 11:40:34 AM,101.270,20.615
2232,08/21/18 11:40:35 AM,101.266,20.519
2233,08/21/18 11:40:36 AM,101.251,20.519
2234,08/21/18 11:40:37 AM,101.266,20.519
2235,08/21/18 11:40:38 AM,101.254,20.615
2236,08/21/18 11:40:39 AM,101.270,20.615
2237,08/21/18 11:40:40 AM,101.254,20.615
2238,08/21/18 11:40:41 AM,101.270,20.615
2239,08/21/18 11:40:42 AM,101.266,20.519
2240,08/21/18 11:40:43 AM,101.254,20.615
2241,08/21/18 11:40:44 AM,101.254,20.615
2242,08/21/18 11:40:45 AM,101.254,20.615
2243,08/21/18 11:40:46 AM,101.254,20.615
2244,08/21/18 11:40:47 AM,101.270,20.615
2245,08/21/18 11:40:48 AM,101.266,20.519
2246,08/21/18 11:40:49 AM,101.270,20.615
2247,08/21/18 11:40:50 AM,101.270,20.615
2248,08/21/18 11:40:51 AM,101.270,20.615
2249,08/21/18 11:40:52 AM,101.266,20.519
2250,08/21/18 11:40:53 AM,101.266,20.519
2251,08/21/18 11:40:54 AM,101.266,20.519
2252,08/21/18 11:40:55 AM,101.251,20.519
2253,08/21/18 11:40:56 AM,101.270,20.615
2254,08/21/18 11:40:57 AM,101.266,20.519
2255,08/21/18 11:40:58 AM,101.270,20.615
2256,08/21/18 11:40:59 AM,101.266,20.519
2257,08/21/18 11:41:00 AM,101.251,20.519
2258,08/21/18 11:41:01 AM,101.266,20.519
2259,08/21/18 11:41:02 AM,101.270,20.615
2260,08/21/18 11:41:03 AM,101.266,20.519
2261,08/21/18 11:41:04 AM,101.254,20.615
2262,08/21/18 11:41:05 AM,101.251,20.519
2263,08/21/18 11:41:06 AM,101.266,20.519
2264,08/21/18 11:41:07 AM,101.266,20.519
2265,08/21/18 11:41:08 AM,101.266,20.519
2266,08/21/18 11:41:09 AM,101.266,20.519
2267,08/21/18 11:41:10 AM,101.266,20.519
2268,08/21/18 11:41:11 AM,101.251,20.519
2269,08/21/18 11:41:12 AM,101.266,20.519
2270,08/21/18 11:41:13 AM,101.266,20.519
2271,08/21/18 11:41:14 AM,101.254,20.615
2272,08/21/18 11:41:15 AM,101.251,20.519
2273,08/21/18 11:41:16 AM,101.254,20.615
2274,08/21/18 11:41:17 AM,101.266,20.519
2275,08/21/18 11:41:18 AM,101.251,20.519
2276,08/21/18 11:41:19 AM,101.266,20.519
2277,08/21/18 11:41:20 AM,101.251,20.519
2278,08/21/18 11:41:21 AM,101.254,20.615
2279,08/21/18 11:41:22 AM,101.266,20.519
2280,08/21/18 11:41:23 AM,101.270,20.615
2281,08/21/18 11:41:24 AM,101.266,20.519
2282,08/21/18 11:41:25 AM,101.266,20.519
2283,08/21/18 11:41:26 AM,101.254,20.615
2284,08/21/18 11:41:27 AM,101.251,20.519
2285,08/21/18 11:41:28 AM,101.251,20.519
2286,08/21/18 11:41:29 AM,101.251,20.519
2287,08/21/18 11:41:30 AM,101.251,20.519
2288,08/21/18 11:41:31 AM,101.270,20.615
2289,08/21/18 11:41:32 AM,101.251,20.519
2290,08/21/18 11:41:33 AM,101.254,20.615
2291,08/21/18 11:41:34 AM,101.251,20.519
2292,08/21/18 11:41:35 AM,101.251,20.519
2293,08/21/18 11:41:36 AM,101.251,20.519
2294,08/21/18 11:41:37 AM,101.254,20.615
2295,08/21/18 11:41:38 AM,101.251,20.519
2296,08/21/18 11:41:39 AM,101.251,20.519
2297,08/21/18 11:41:40 AM,101.266,20.519
2298,08/21/18 11:41:41 AM,101.254,20.615
2299,08/21/18 11:41:42 AM,101.251,20.519
2300,08/21/18 11:41:43 AM,101.254,20.615
2301,08/21/18 11:41:44 AM,101.251,20.519
2302,08/21/18 11:41:45 AM,101.254,20.615
2303,08/21/18 11:41:46 AM,101.254,20.615
2304,08/21/18 11:41:47 AM,101.251,20.519
2305,08/21/18 11:41:48 AM,101.266,20.519
2306,08/21/18 11:41:49 AM,101.270,20.615
2307,08/21/18 11:41:50 AM,101.251,20.519
2308,08/21/18 11:41:51 AM,101.251,20.519
2309,08/21/18 11:41:52 AM,101.270,20.615
2310,08/21/18 11:41:53 AM,101.254,20.615
2311,08/21/18 11:41:54 AM,101.254,20.615
2312,08/21/18 11:41:55 AM,101.251,20.519
2313,08/21/18 11:41:56 AM,101.270,20.615
2314,08/21/18 11:41:57 AM,101.266,20.519
2315,08/21/18 11:41:58 AM,101.266,20.519
2316,08/21/18 11:41:59 AM,101.266,20.519
2317,08/21/18 11:42:00 AM,101.266,20.519
2318,08/21/18 11:42:01 AM,101.254,20.615
2319,08/21/18 11:42:02 AM,101.254,20.615
2320,08/21/18 11:42:03 AM,101.266,20.519
2321,08/21/18 11:42:04 AM,101.266,20.519
2322,08/21/18 11:42:05 AM,101.270,20.615
2323,08/21/18 11:42:06 AM,101.270,20.615
2324,08/21/18 11:42:07 AM,101.270,20.615
2325,08/21/18 11:42:08 AM,101.270,20.615
2326,08/21/18 11:42:09 AM,101.266,20.519
2327,08/21/18 11:42:10 AM,101.266,20.519
2328,08/21/18 11:42:11 AM,101.266,20.519
2329,08/21/18 11:42:12 AM,101.266,20.519
2330,08/21/18 11:42:13 AM,101.266,20.519
2331,08/21/18 11:42:14 AM,101.266,20.519
2332,08/21/18 11:42:15 AM,101.270,20.615
2333,08/21/18 11:42:16 AM,101.270,20.615
2334,08/21/18 11:42:17 AM,101.266,20.519
2335,08/21/18 11:42:18 AM,101.270,20.615
2336,08/21/18 11:42:19 AM,101.266,20.519
2337,08/21/18 11:42:20 AM,101.251,20.519
2338,08/21/18 11:42:21 AM,101.266,20.519
2339,08/21/18 11:42:22 AM,101.254,20.615
2340,08/21/18 11:42:23 AM,101.270,20.615
2341,08/21/18 11:42:24 AM,101.270,20.615
2342,08/21/18 11:42:25 AM,101.266,20.519
2343,08/21/18 11:42:26 AM,101.282,20.519
2344,08/21/18 11:42:27 AM,101.266,20.519
2345,08/21/18 11:42:28 AM,101.266,20.519
2346,08/21/18 11:42:29 AM,101.270,20.615
2347,08/21/18 11:42:30 AM,101.266,20.519
2348,08/21/18 11:42:31 AM,101.266,20.519
2349,08/21/18 11:42:32 AM,101.266,20.519
2350,08/21/18 11:42:33 AM,101.266,20.519
2351,08/21/18 11:42:34 AM,101.270,20.615
2352,08/21/18 11:42:35 AM,101.266,20.519
2353,08/21/18 11:42:36 AM,101.270,20.615
2354,08/21/18 11:42:37 AM,101.270,20.615
2355,08/21/18 11:42:38 AM,101.266,20.519
2356,08/21/18 11:42:39 AM,101.266,20.519
2357,08/21/18 11:42:40 AM,101.270,20.615
2358,08/21/18 11:42:41 AM,101.270,20.615
2359,08/21/18 11:42:42 AM,101.270,20.615
2360,08/21/18 11:42:43 AM,101.254,20.615
2361,08/21/18 11:42:44 AM,101.251,20.519
2362,08/21/18 11:42:45 AM,101.266,20.519
2363,08/21/18 11:42:46 AM,101.266,20.519
2364,08/21/18 11:42:47 AM,101.270,20.615
2365,08/21/18 11:42:48 AM,101.266,20.519
2366,08/21/18 11:42:49 AM,101.266,20.519
2367,08/21/18 11:42:50 AM,101.254,20.615
2368,08/21/18 11:42:51 AM,101.251,20.519
2369,08/21/18 11:42:52 AM,101.251,20.519
2370,08/21/18 11:42:53 AM,101.270,20.615
2371,08/21/18 11:42:54 AM,101.266,20.519
2372,08/21/18 11:42:55 AM,101.251,20.519
2373,08/21/18 11:42:56 AM,101.266,20.519
2374,08/21/18 11:42:57 AM,101.251,20.519
2375,08/21/18 11:42:58 AM,101.251,20.519
2376,08/21/18 11:42:59 AM,101.254,20.615
2377,08/21/18 11:43:00 AM,101.251,20.519
2378,08/21/18 11:43:01 AM,101.251,20.519
2379,08/21/18 11:43:02 AM,101.266,20.519
2380,08/21/18 11:43:03 AM,101.270,20.615
2381,08/21/18 11:43:04 AM,101.254,20.615
2382,08/21/18 11:43:05 AM,101.254,20.615
2383,08/21/18 11:43:06 AM,101.251,20.519
2384,08/21/18 11:43:07 AM,101.266,20.519
2385,08/21/18 11:43:08 AM,101.251,20.519
2386,08/21/18 11:43:09 AM,101.254,20.615
2387,08/21/18 11:43:10 AM,101.254,20.615
2388,08/21/18 11:43:11 AM,101.254,20.615
2389,08/21/18 11:43:12 AM,101.251,20.519
2390,08/21/18 11:43:13 AM,101.251,20.519
2391,08/21/18 11:43:14 AM,101.251,20.519
2392,08/21/18 11:43:15 AM,101.270,20.615
2393,08/21/18 11:43:16 AM,101.251,20.519
2394,08/21/18 11:43:17 AM,101.270,20.615
2395,08/21/18 11:43:18 AM,101.251,20.519
2396,08/21/18 11:43:19 AM,101.251,20.519
2397,08/21/18 11:43:20 AM,101.266,20.519
2398,08/21/18 11:43:21 AM,101.266,20.519
2399,08/21/18 11:43:22 AM,101.266,20.519
2400,08/21/18 11:43:23 AM,101.266,20.519
2401,08/21/18 11:43:24 AM,101.270,20.615
2402,08/21/18 11:43:25 AM,101.251,20.519
2403,08/21/18 11:43:26 AM,101.270,20.615
2404,08/21/18 11:43:27 AM,101.251,20.519
2405,08/21/18 11:43:28 AM,101.266,20.519
2406,08/21/18 11:43:29 AM,101.266,20.519
2407,08/21/18 11:43:30 AM,101.266,20.519
2408,08/21/18 11:43:31 AM,101.270,20.615
2409,08/21/18 11:43:32 AM,101.251,20.519
2410,08/21/18 11:43:33 AM,101.266,20.519
2411,08/21/18 11:43:34 AM,101.266,20.519
2412,08/21/18 11:43:35 AM,101.251,20.519
2413,08/21/18 11:43:36 AM,101.266,20.519
2414,08/21/18 11:43:37 AM,101.251,20.519
2415,08/21/18 11:43:38 AM,101.266,20.519
2416,08/21/18 11:43:39 AM,101.266,20.519
2417,08/21/18 11:43:40 AM,101.266,20.519
2418,08/21/18 11:43:41 AM,101.251,20.519
2419,08/21/18 11:43:42 AM,101.266,20.519
2420,08/21/18 11:43:43 AM,101.251,20.519
2421,08/21/18 11:43:44 AM,101.266,20.519
2422,08/21/18 11:43:45 AM,101.251,20.519
2423,08/21/18 11:43:46 AM,101.251,20.519
2424,08/21/18 11:43:47 AM,101.266,20.519
2425,08/21/18 11:43:48 AM,101.251,20.519
2426,08/21/18 11:43:49 AM,101.266,20.519
2427,08/21/18 11:43:50 AM,101.266,20.519
2428,08/21/18 11:43:51 AM,101.266,20.519
2429,08/21/18 11:43:52 AM,101.266,20.519
2430,08/21/18 11:43:53 AM,101.266,20.519
2431,08/21/18 11:43:54 AM,101.251,20.519
2432,08/21/18 11:43:55 AM,101.251,20.519
2433,08/21/18 11:43:56 AM,101.266,20.519
2434,08/21/18 11:43:57 AM,101.266,20.519
2435,08/21/18 11:43:58 AM,101.266,20.519
2436,08/21/18 11:43:59 AM,101.266,20.519
2437,08/21/18 11:44:00 AM,101.266,20.519
2438,08/21/18 11:44:01 AM,101.251,20.519
2439,08/21/18 11:44:02 AM,101.251,20.519
2440,08/21/18 11:44:03 AM,101.266,20.519
2441,08/21/18 11:44:04 AM,101.251,20.519
2442,08/21/18 11:44:05 AM,101.266,20.519
2443,08/21/18 11:44:06 AM,101.251,20.519
2444,08/21/18 11:44:07 AM,101.251,20.519
2445,08/21/18 11:44:08 AM,101.251,20.519
2446,08/21/18 11:44:09 AM,101.251,20.519
2447,08/21/18 11:44:10 AM,101.251,20.519
2448,08/21/18 11:44:11 AM,101.251,20.519
2449,08/21/18 11:44:12 AM,101.254,20.615
2450,08/21/18 11:44:13 AM,101.251,20.519
2451,08/21/18 11:44:14 AM,101.251,20.519
2452,08/21/18 11:44:15 AM,101.266,20.519
2453,08/21/18 11:44:16 AM,101.251,20.519
2454,08/21/18 11:44:17 AM,101.266,20.519
2455,08/21/18 11:44:18 AM,101.251,20.519
2456,08/21/18 11:44:19 AM,101.266,20.519
2457,08/21/18 11:44:20 AM,101.251,20.519
2458,08/21/18 11:44:21 AM,101.251,20.519
2459,08/21/18 11:44:22 AM,101.266,20.519
2460,08/21/18 11:44:23 AM,101.251,20.519
2461,08/21/18 11:44:24 AM,101.251,20.519
2462,08/21/18 11:44:25 AM,101.251,20.519
2463,08/21/18 11:44:26 AM,101.266,20.519
2464,08/21/18 11:44:27 AM,101.266,20.519
2465,08/21/18 11:44:28 AM,101.251,20.519
2466,08/21/18 11:44:29 AM,101.266,20.519
2467,08/21/18 11:44:30 AM,101.251,20.519
2468,08/21/18 11:44:31 AM,101.251,20.519
2469,08/21/18 11:44:32 AM,101.266,20.519
2470,08/21/18 11:44:33 AM,101.266,20.519
2471,08/21/18 11:44:34 AM,101.266,20.519
2472,08/21/18 11:44:35 AM,101.266,20.519
2473,08/21/18 11:44:36 AM,101.266,20.519
2474,08/21/18 11:44:37 AM,101.266,20.519
2475,08/21/18 11:44:38 AM,101.251,20.519
2476,08/21/18 11:44:39 AM,101.266,20.519
2477,08/21/18 11:44:40 AM,101.266,20.519
2478,08/21/18 11:44:41 AM,101.266,20.519
2479,08/21/18 11:44:42 AM,101.266,20.519
2480,08/21/18 11:44:43 AM,101.266,20.519
2481,08/21/18 11:44:44 AM,101.266,20.519
2482,08/21/18 11:44:45 AM,101.266,20.519
2483,08/21/18 11:44:46 AM,101.266,20.519
2484,08/21/18 11:44:47 AM,101.266,20.519
2485,08/21/18 11:44:48 AM,101.266,20.519
2486,08/21/18 11:44:49 AM,101.266,20.519
2487,08/21/18 11:44:50 AM,101.266,20.519
2488,08/21/18 11:44:51 AM,101.266,20.519
2489,08/21/18 11:44:52 AM,101.266,20.519
2490,08/21/18 11:44:53 AM,101.266,20.519
2491,08/21/18 11:44:54 AM,101.266,20.519
2492,08/21/18 11:44:55 AM,101.266,20.519
2493,08/21/18 11:44:56 AM,101.266,20.519
2494,08/21/18 11:44:57 AM,101.266,20.519
2495,08/21/18 11:44:58 AM,101.266,20.519
2496,08/21/18 11:44:59 AM,101.266,20.519
2497,08/21/18 11:45:00 AM,101.266,20.519
2498,08/21/18 11:45:01 AM,101.266,20.519
2499,08/21/18 11:45:02 AM,101.266,20.519
2500,08/21/18 11:45:03 AM,101.251,20.519
2501,08/21/18 11:45:04 AM,101.251,20.519
2502,08/21/18 11:45:05 AM,101.266,20.519
2503,08/21/18 11:45:06 AM,101.251,20.519
2504,08/21/18 11:45:07 AM,101.266,20.519
2505,08/21/18 11:45:08 AM,101.266,20.519
2506,08/21/18 11:45:09 AM,101.251,20.519
2507,08/21/18 11:45:10 AM,101.251,20.519
2508,08/21/18 11:45:11 AM,101.251,20.519
2509,08/21/18 11:45:12 AM,101.266,20.519
2510,08/21/18 11:45:13 AM,101.251,20.519
2511,08/21/18 11:45:14 AM,101.251,20.519
2512,08/21/18 11:45:15 AM,101.251,20.519
2513,08/21/18 11:45:16 AM,101.251,20.519
2514,08/21/18 11:45:17 AM,101.251,20.519
2515,08/21/18 11:45:18 AM,101.251,20.519
2516,08/21/18 11:45:19 AM,101.251,20.519
2517,08/21/18 11:45:20 AM,101.251,20.519
2518,08/21/18 11:45:21 AM,101.251,20.519
2519,08/21/18 11:45:22 AM,101.266,20.519
2520,08/21/18 11:45:23 AM,101.251,20.519
2521,08/21/18 11:45:24 AM,101.251,20.519
2522,08/21/18 11:45:25 AM,101.251,20.519
2523,08/21/18 11:45:26 AM,101.251,20.519
2524,08/21/18 11:45:27 AM,101.266,20.519
2525,08/21/18 11:45:28 AM,101.266,20.519
2526,08/21/18 11:45:29 AM,101.266,20.519
2527,08/21/18 11:45:30 AM,101.251,20.519
2528,08/21/18 11:45:31 AM,101.251,20.519
2529,08/21/18 11:45:32 AM,101.266,20.519
2530,08/21/18 11:45:33 AM,101.266,20.519
2531,08/21/18 11:45:34 AM,101.251,20.519
2532,08/21/18 11:45:35 AM,101.251,20.519
2533,08/21/18 11:45:36 AM,101.251,20.519
2534,08/21/18 11:45:37 AM,101.266,20.519
2535,08/21/18 11:45:38 AM,101.251,20.519
2536,08/21/18 11:45:39 AM,101.266,20.519
2537,08/21/18 11:45:40 AM,101.266,20.519
2538,08/21/18 11:45:41 AM,101.266,20.519
2539,08/21/18 11:45:42 AM,101.266,20.519
2540,08/21/18 11:45:43 AM,101.266,20.519
2541,08/21/18 11:45:44 AM,101.266,20.519
2542,08/21/18 11:45:45 AM,101.266,20.519
2543,08/21/18 11:45:46 AM,101.251,20.519
2544,08/21/18 11:45:47 AM,101.251,20.519
2545,08/21/18 11:45:48 AM,101.266,20.519
2546,08/21/18 11:45:49 AM,101.266,20.519
2547,08/21/18 11:45:50 AM,101.251,20.519
2548,08/21/18 11:45:51 AM,101.251,20.519
2549,08/21/18 11:45:52 AM,101.251,20.519
2550,08/21/18 11:45:53 AM,101.251,20.519
2551,08/21/18 11:45:54 AM,101.251,20.519
2552,08/21/18 11:45:55 AM,101.251,20.519
2553,08/21/18 11:45:56 AM,101.251,20.519
2554,08/21/18 11:45:57 AM,101.266,20.519
2555,08/21/18 11:45:58 AM,101.251,20.519
2556,08/21/18 11:45:59 AM,101.251,20.519
2557,08/21/18 11:46:00 AM,101.251,20.519
2558,08/21/18 11:46:01 AM,101.251,20.519
2559,08/21/18 11:46:02 AM,101.251,20.519
2560,08/21/18 11:46:03 AM,101.251,20.519
2561,08/21/18 11:46:04 AM,101.251,20.519
2562,08/21/18 11:46:05 AM,101.251,20.519
2563,08/21/18 11:46:06 AM,101.251,20.519
2564,08/21/18 11:46:07 AM,101.251,20.519
2565,08/21/18 11:46:08 AM,101.251,20.519
2566,08/21/18 11:46:09 AM,101.251,20.519
2567,08/21/18 11:46:10 AM,101.251,20.519
2568,08/21/18 11:46:11 AM,101.251,20.519
2569,08/21/18 11:46:12 AM,101.266,20.519
2570,08/21/18 11:46:13 AM,101.251,20.519
2571,08/21/18 11:46:14 AM,101.266,20.519
2572,08/21/18 11:46:15 AM,101.266,20.519
2573,08/21/18 11:46:16 AM,101.251,20.519
2574,08/21/18 11:46:17 AM,101.251,20.519
2575,08/21/18 11:46:18 AM,101.251,20.519
2576,08/21/18 11:46:19 AM,101.251,20.519
2577,08/21/18 11:46:20 AM,101.251,20.519
2578,08/21/18 11:46:21 AM,101.251,20.519
2579,08/21/18 11:46:22 AM,101.251,20.519
2580,08/21/18 11:46:23 AM,101.251,20.519
2581,08/21/18 11:46:24 AM,101.251,20.519
2582,08/21/18 11:46:25 AM,101.266,20.519
2583,08/21/18 11:46:26 AM,101.251,20.519
2584,08/21/18 11:46:27 AM,101.251,20.519
2585,08/21/18 11:46:28 AM,101.251,20.519
2586,08/21/18 11:46:29 AM,101.251,20.519
2587,08/21/18 11:46:30 AM,101.266,20.519
2588,08/21/18 11:46:31 AM,101.251,20.519
2589,08/21/18 11:46:32 AM,101.251,20.519
2590,08/21/18 11:46:33 AM,101.251,20.519
2591,08/21/18 11:46:34 AM,101.251,20.519
2592,08/21/18 11:46:35 AM,101.251,20.519
2593,08/21/18 11:46:36 AM,101.251,20.519
2594,08/21/18 11:46:37 AM,101.251,20.519
2595,08/21/18 11:46:38 AM,101.251,20.519
2596,08/21/18 11:46:39 AM,101.251,20.519
2597,08/21/18 11:46:40 AM,101.266,20.519
2598,08/21/18 11:46:41 AM,101.251,20.519
2599,08/21/18 11:46:42 AM,101.251,20.519
2600,08/21/18 11:46:43 AM,101.251,20.519
2601,08/21/18 11:46:44 AM,101.251,20.519
2602,08/21/18 11:46:45 AM,101.251,20.519
2603,08/21/18 11:46:46 AM,101.251,20.519
2604,08/21/18 11:46:47 AM,101.251,20.519
2605,08/21/18 11:46:48 AM,101.251,20.519
2606,08/21/18 11:46:49 AM,101.235,20.519
2607,08/21/18 11:46:50 AM,101.251,20.519
2608,08/21/18 11:46:51 AM,101.251,20.519
2609,08/21/18 11:46:52 AM,101.251,20.519
2610,08/21/18 11:46:53 AM,101.251,20.519
2611,08/21/18 11:46:54 AM,101.251,20.519
2612,08/21/18 11:46:55 AM,101.251,20.519
2613,08/21/18 11:46:56 AM,101.251,20.519
2614,08/21/18 11:46:57 AM,101.251,20.519
2615,08/21/18 11:46:58 AM,101.251,20.519
2616,08/21/18 11:46:59 AM,101.266,20.519
2617,08/21/18 11:47:00 AM,101.251,20.519
2618,08/21/18 11:47:01 AM,101.251,20.519
2619,08/21/18 11:47:02 AM,101.251,20.519
2620,08/21/18 11:47:03 AM,101.251,20.519
2621,08/21/18 11:47:04 AM,101.251,20.519
2622,08/21/18 11:47:05 AM,101.266,20.519
2623,08/21/18 11:47:06 AM,101.251,20.519
2624,08/21/18 11:47:07 AM,101.251,20.519
2625,08/21/18 11:47:08 AM,101.251,20.519
2626,08/21/18 11:47:09 AM,101.251,20.519
2627,08/21/18 11:47:10 AM,101.251,20.519
2628,08/21/18 11:47:11 AM,101.251,20.519
2629,08/21/18 11:47:12 AM,101.251,20.519
2630,08/21/18 11:47:13 AM,101.251,20.519
2631,08/21/18 11:47:14 AM,101.251,20.519
2632,08/21/18 11:47:15 AM,101.251,20.519
2633,08/21/18 11:47:16 AM,101.251,20.519
2634,08/21/18 11:47:17 AM,101.266,20.519
2635,08/21/18 11:47:18 AM,101.251,20.519
2636,08/21/18 11:47:19 AM,101.251,20.519
2637,08/21/18 11:47:20 AM,101.251,20.519
2638,08/21/18 11:47:21 AM,101.251,20.519
2639,08/21/18 11:47:22 AM,101.251,20.519
2640,08/21/18 11:47:23 AM,101.251,20.519
2641,08/21/18 11:47:24 AM,101.251,20.519
2642,08/21/18 11:47:25 AM,101.251,20.519
2643,08/21/18 11:47:26 AM,101.251,20.519
2644,08/21/18 11:47:27 AM,101.266,20.519
2645,08/21/18 11:47:28 AM,101.251,20.519
2646,08/21/18 11:47:29 AM,101.266,20.519
2647,08/21/18 11:47:30 AM,101.251,20.519
2648,08/21/18 11:47:31 AM,101.266,20.519
2649,08/21/18 11:47:32 AM,101.266,20.519
2650,08/21/18 11:47:33 AM,101.251,20.519
2651,08/21/18 11:47:34 AM,101.251,20.519
2652,08/21/18 11:47:35 AM,101.251,20.519
2653,08/21/18 11:47:36 AM,101.251,20.519
2654,08/21/18 11:47:37 AM,101.251,20.519
2655,08/21/18 11:47:38 AM,101.251,20.519
2656,08/21/18 11:47:39 AM,101.251,20.519
2657,08/21/18 11:47:40 AM,101.266,20.519
2658,08/21/18 11:47:41 AM,101.266,20.519
2659,08/21/18 11:47:42 AM,101.266,20.519
2660,08/21/18 11:47:43 AM,101.266,20.519
2661,08/21/18 11:47:44 AM,101.266,20.519
2662,08/21/18 11:47:45 AM,101.266,20.519
2663,08/21/18 11:47:46 AM,101.266,20.519
2664,08/21/18 11:47:47 AM,101.266,20.519
2665,08/21/18 11:47:48 AM,101.266,20.519
2666,08/21/18 11:47:49 AM,101.266,20.519
2667,08/21/18 11:47:50 AM,101.251,20.519
2668,08/21/18 11:47:51 AM,101.266,20.519
2669,08/21/18 11:47:52 AM,101.266,20.519
2670,08/21/18 11:47:53 AM,101.266,20.519
2671,08/21/18 11:47:54 AM,101.266,20.519
2672,08/21/18 11:47:55 AM,101.251,20.519
2673,08/21/18 11:47:56 AM,101.251,20.519
2674,08/21/18 11:47:57 AM,101.251,20.519
2675,08/21/18 11:47:58 AM,101.251,20.519
2676,08/21/18 11:47:59 AM,101.251,20.519
2677,08/21/18 11:48:00 AM,101.251,20.519
2678,08/21/18 11:48:01 AM,101.251,20.519
2679,08/21/18 11:48:02 AM,101.251,20.519
2680,08/21/18 11:48:03 AM,101.251,20.519
2681,08/21/18 11:48:04 AM,101.251,20.519
2682,08/21/18 11:48:05 AM,101.251,20.519
2683,08/21/18 11:48:06 AM,101.251,20.519
2684,08/21/18 11:48:07 AM,101.251,20.519
2685,08/21/18 11:48:08 AM,101.251,20.519
2686,08/21/18 11:48:09 AM,101.251,20.519
2687,08/21/18 11:48:10 AM,101.251,20.519
2688,08/21/18 11:48:11 AM,101.251,20.519
2689,08/21/18 11:48:12 AM,101.251,20.519
2690,08/21/18 11:48:13 AM,101.251,20.519
2691,08/21/18 11:48:14 AM,101.251,20.519
2692,08/21/18 11:48:15 AM,101.251,20.519
2693,08/21/18 11:48:16 AM,101.251,20.519
2694,08/21/18 11:48:17 AM,101.251,20.519
2695,08/21/18 11:48:18 AM,101.235,20.519
2696,08/21/18 11:48:19 AM,101.251,20.519
2697,08/21/18 11:48:20 AM,101.251,20.519
2698,08/21/18 11:48:21 AM,101.251,20.519
2699,08/21/18 11:48:22 AM,101.251,20.519
2700,08/21/18 11:48:23 AM,101.251,20.519
2701,08/21/18 11:48:24 AM,101.251,20.519
2702,08/21/18 11:48:25 AM,101.235,20.519
2703,08/21/18 11:48:26 AM,101.251,20.519
2704,08/21/18 11:48:27 AM,101.251,20.519
2705,08/21/18 11:48:28 AM,101.235,20.519
2706,08/21/18 11:48:29 AM,101.251,20.519
2707,08/21/18 11:48:30 AM,101.251,20.519
2708,08/21/18 11:48:31 AM,101.251,20.519
2709,08/21/18 11:48:32 AM,101.251,20.519
2710,08/21/18 11:48:33 AM,101.251,20.519
2711,08/21/18 11:48:34 AM,101.235,20.519
2712,08/21/18 11:48:35 AM,101.251,20.519
2713,08/21/18 11:48:36 AM,101.251,20.519
2714,08/21/18 11:48:37 AM,101.251,20.519
2715,08/21/18 11:48:38 AM,101.251,20.519
2716,08/21/18 11:48:39 AM,101.251,20.519
2717,08/21/18 11:48:40 AM,101.251,20.519
2718,08/21/18 11:48:41 AM,101.251,20.519
2719,08/21/18 11:48:42 AM,101.251,20.519
2720,08/21/18 11:48:43 AM,101.235,20.519
2721,08/21/18 11:48:44 AM,101.251,20.519
2722,08/21/18 11:48:45 AM,101.251,20.519
2723,08/21/18 11:48:46 AM,101.251,20.519
